id,package_name,version,depends,predepends,description
101,python-twisted-bin,13.2.0-1ubuntu1," python (>= 2.7), python (<< 2.8), libc6 (>= 2.14)",,Event-based framework for internet applications
102,language-pack-zh-hans,1:14.04+20140707, language-pack-zh-hans-base (>= 1:14.04+20140707),dpkg (>= 1.16.1),translation updates for language Simplified Chinese
103,libprotobuf8,2.5.0-9ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.3), zlib1g (>= 1:1.1.4)",,protocol buffers C++ library
104,initramfs-tools,0.103ubuntu4.2," initramfs-tools-bin (>= 0.103ubuntu4.2), initramfs-tools-bin (<< 0.103ubuntu4.2.1~), klibc-utils (>= 2.0-1~), busybox-initramfs (>= 1:1.13.3-1ubuntu5), cpio, module-init-tools, udev (>= 147~-5), findutils (>= 4.2.24), util-linux (>> 2.15~rc1)",,tools for generating an initramfs
105,makedev,2.3.1-93ubuntu1, base-passwd (>= 3.0.4),,creates device files in /dev
106,p11-kit,0.20.2-2ubuntu2," libc6 (>= 2.16), libp11-kit0 (>= 0.20.0), libtasn1-6 (>= 3.4-0), p11-kit-modules (>= 0.20.2-2ubuntu2)",,p11-glue utilities
107,laptop-detect,0.13.7ubuntu2, dmidecode (>> 2.8-2),,attempt to detect a laptop
108,libxml2,2.9.1+dfsg1-3ubuntu4.3," libc6 (>= 2.15), liblzma5 (>= 5.1.1alpha+20120614), zlib1g (>= 1:1.2.3.3)",multiarch-support,GNOME XML library
109,gstreamer0.10-plugins-base-apps,0.10.36-1.1ubuntu2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.24), libgstreamer0.10-0 (>= 0.10.36), perl, gstreamer0.10-tools",,GStreamer helper programs from the  base  set
110,libfarstream-0.1-0,0.1.2-1ubuntu3," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base0.10-0 (>= 0.10.33), libgstreamer0.10-0 (>= 0.10.33), libnice10 (>= 0.1.0), gstreamer0.10-plugins-base (>= 0.10.33), gstreamer0.10-plugins-good (>= 0.10.29), gstreamer0.10-nice (>= 0.1.0)",multiarch-support,Audio/Video communications framework: core library
111,x11-xkb-utils,7.7+1," libc6 (>= 2.14), libx11-6, libxaw7, libxkbfile1, libxt6",,X11 XKB utilities
112,telnet,0.17-36build2," netbase, libc6 (>= 2.15), libstdc++6 (>= 4.1.1)",,The telnet client
113,login,1:4.1.5.1-1ubuntu9,,"libc6 (>= 2.14), libpam0g (>= 0.99.7.1), libpam-runtime, libpam-modules",system login tools
114,unity-scope-home,6.8.2+14.04.20131029.1-0ubuntu1," libc6 (>= 2.7), libdee-1.0-4 (>= 1.2.0daily12.12.05), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.31.8), libjson-glib-1.0-0 (>= 0.13.2), libsoup-gnome2.4-1 (>= 2.27.4), libsoup2.4-1 (>= 2.24.3), libunity-protocol-private0 (>= 7.1.3+14.04.20131029), libunity9 (>= 7.1.3+14.04.20131029), libuuid1 (>= 2.16), lsb-release, unity-scopes-master-default | unity-scopes-master",,Home scope that aggregates results from multiple scopes
115,appmenu-qt,0.2.7+14.04.20140305-0ubuntu1," libc6 (>= 2.14), libdbusmenu-qt2, libgcc1 (>= 1:4.1.1), libqt4-dbus (>= 4:4.8), libqtcore4 (>= 4:4.8), libqtgui4 (>= 4:4.8), libstdc++6 (>= 4.1.1)",,application menu for Qt
116,gpgv,1.4.16-1ubuntu2.1," libbz2-1.0, libc6 (>= 2.14), zlib1g (>= 1:1.1.4)",,GNU privacy guard - signature verification tool
117,python3-dbus,1.2.0-2build2," python3 (>= 3.4~), python3 (<< 3.5), libc6 (>= 2.4), libdbus-1-3 (>= 1.5.12), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.12.0)",,simple interprocess messaging system (Python 3 interface)
118,example-content,48,,,Ubuntu example content
119,desktop-file-utils,0.22-1ubuntu1," libc6 (>= 2.7), libglib2.0-0 (>= 2.28.0)",,Utilities for .desktop files
120,libssl1.0.0,1.0.1f-1ubuntu2.4," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0",multiarch-support,Secure Sockets Layer toolkit - shared libraries
121,libgnome-control-center1,1:3.6.3-0ubuntu56.1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.5.14), libpango-1.0-0 (>= 1.14.0)",,utilities to configure the GNOME desktop
122,ssh,1:6.6p1-2ubuntu2.6," openssh-client (>= 1:6.6p1-2ubuntu2.6), openssh-server (>= 1:6.6p1-2ubuntu2.6)",,secure shell client and server (metapackage)
123,cups-ppdc,1.7.2-0ubuntu1.1," libc6 (>= 2.4), libcups2 (>= 1.6.2), libcupsppdc1 (>= 1.4.0), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1), cups-common (>= 1.7.2-0ubuntu1.1)",,Common UNIX Printing System(tm) - PPD manipulation utilities
124,libdbus-1-3,1.6.18-0ubuntu4.1, libc6 (>= 2.14),multiarch-support,simple interprocess messaging system (library)
125,gnome-user-guide,3.8.2-1, yelp (>= 3),,GNOME user's guide
126,libpeas-1.0-0,1.8.1-2ubuntu2," libc6 (>= 2.14), libgirepository-1.0-1 (>= 0.9.2), libglib2.0-0 (>= 2.31.8), libgtk-3-0 (>= 3.0.0), libpython2.7 (>= 2.7), libpython3.4 (>= 3.4~b1), libpeas-common",,Application plugin library
127,libperl5.18,5.18.2-2ubuntu1," libc6 (>= 2.14), perl-base (= 5.18.2-2ubuntu1)",,shared Perl library
128,python3-uno,1:4.2.4-0ubuntu2," libreoffice-core (= 1:4.2.4-0ubuntu2), python3:any (>= 3.3.2-2~), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libpython3.4 (>= 3.4~b1), libstdc++6 (>= 4.1.1), uno-libs3 (>= 4.1.0~alpha), ure",,Python-UNO bridge
129,libvorbisfile3,1.3.2-1.3ubuntu1," libc6 (>= 2.14), libogg0 (>= 1.1.0), libvorbis0a (= 1.3.2-1.3ubuntu1)",multiarch-support,The Vorbis General Audio Compression Codec (High Level API)
130,gettext-base,0.18.3.1-1ubuntu3," libc6 (>= 2.14), libasprintf0c2 (>= 0.18.1.1-6)",,GNU Internationalization utilities for the base system
131,libflac8,1.3.0-2," libc6 (>= 2.14), libogg0 (>= 1.0rc3)",multiarch-support,Free Lossless Audio Codec - runtime C library
132,module-init-tools,15-0ubuntu6," libkmod2, kmod",dpkg (>= 1.15.7.2),transitional dummy package (module-init-tools to kmod)
133,compiz-plugins-default,1:0.9.11.2+14.04.20140714-0ubuntu1," compiz-core (= 1:0.9.11.2+14.04.20140714-0ubuntu1), libdecoration0 (= 1:0.9.11.2+14.04.20140714-0ubuntu1), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libpng12-0 (>= 1.2.13-4), libstdc++6 (>= 4.6), libx11-6, libxcomposite1 (>= 1:0.3-1), libxdamage1 (>= 1:1.1), libxext6, libxfixes3 (>= 1:4.0.1), libxml2 (>= 2.7.4), libxrandr2 (>= 4.3), libxrender1",,OpenGL window and compositing manager - default plugins
134,libffi6,3.1~rc1+r3.0.13-12, libc6 (>= 2.14),multiarch-support,Foreign Function Interface library runtime
135,man-db,2.6.7.1-1," groff-base (>= 1.18.1.1-15), bsdmainutils, debconf (>= 1.2.0) | debconf-2.0, libc6 (>= 2.14), libgdbm3 (>= 1.8.3), libpipeline1 (>= 1.3.0), zlib1g (>= 1:1.1.4)",dpkg (>= 1.16.1~),on-line manual pager
136,libbrasero-media3-1,3.10.0-0ubuntu1," libappindicator3-1 (>= 0.2.96), libburn4 (>= 1.3.4), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libcanberra-gtk3-0 (>= 0.25), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.0.0), libisofs6 (>= 1.2.6), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libtotem-plparser18 (>= 3.10.0), libunity9 (>= 3.4.6), libxml2 (>= 2.7.4), brasero-common (= 3.10.0-0ubuntu1), dvd+rw-tools",,CD/DVD burning library for GNOME - runtime
137,sound-theme-freedesktop,0.8-1,,,freedesktop.org sound theme
138,libcairo2,1.13.0~20140204-0ubuntu1," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libpixman-1-0 (>= 0.30.0), libpng12-0 (>= 1.2.13-4), libx11-6, libxcb-render0, libxcb-shm0, libxcb1 (>= 1.6), libxext6, libxrender1, zlib1g (>= 1:1.1.4)",multiarch-support,The Cairo 2D vector graphics library
139,fonts-liberation,1.07.3-3,,,"Fonts with the same metrics as Times, Arial and Courier"
140,pulseaudio-utils,1:4.0-0ubuntu11," libc6 (>= 2.16), libcap2 (>= 2.10), libice6 (>= 1:1.0.0), libpulse0 (>= 1:3.0), libsm6, libsndfile1 (>= 1.0.20), libx11-6, libx11-xcb1, libxcb1, libxtst6, libpulsedsp",,Command line tools for the PulseAudio sound server
141,libgdbm3,1.8.3-12build1," libc6 (>= 2.14), dpkg (>= 1.15.4) | install-info",multiarch-support,GNU dbm database routines (runtime version)
142,libexif12,0.6.21-1ubuntu1, libc6 (>= 2.14),multiarch-support,library to parse EXIF files
143,libgcrypt11,1.5.3-2ubuntu4," libc6 (>= 2.15), libgpg-error0 (>= 1.10)",multiarch-support,LGPL Crypto library - runtime library
144,libframe6,2.5.0daily13.06.05-0ubuntu1," libc6 (>= 2.7), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), libx11-6, libxi6 (>= 2:1.5.99.2)",multiarch-support,Touch Frame Library
145,libaccounts-qt5-1,1.11+14.04.20140410.1-0ubuntu1," libaccounts-glib0 (>= 1.14), libc6 (>= 2.14), libglib2.0-0 (>= 2.35.8), libqt5core5a (>= 5.0.2), libqt5xml5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,QT library for single sign on
146,unity-scope-virtualbox,0.1+13.10.20130723-0ubuntu1," python3, python3-gi, gir1.2-unity-5.0 (>= 7), gir1.2-dee-1.0 (>= 1.2.5), unity-scopes-runner, gir1.2-glib-2.0",,VirtualBox scope for Unity
147,xcursor-themes,1.0.3-1,,,Base X cursor themes
148,signon-plugin-oauth2,0.19+14.04.20140305-0ubuntu2," libc6 (>= 2.2.5), libqt5core5a (>= 5.2.0), libqt5network5 (>= 5.0.2), libstdc++6 (>= 4.1.1), signon-ui",,Single Signon oauth2 plugin
149,python-dbus,1.2.0-2build2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.4), libdbus-1-3 (>= 1.5.12), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.12.0), python-dbus-dev",,simple interprocess messaging system (Python interface)
150,libxshmfence1,1.1-2, libc6 (>= 2.4),multiarch-support,X shared memory fences - shared library
151,python-distlib,0.1.8-1," python:any (<< 2.8), python:any (>= 2.7.5-5~)",,low-level components of python distutils2/packaging
152,gstreamer1.0-pulseaudio,1.2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.2.0), libpulse0 (>= 1:2.0)",,GStreamer plugin for PulseAudio
153,bcmwl-kernel-source,6.30.223.248+bdcom-0ubuntu7," dkms, linux-libc-dev, libc6-dev",,Broadcom 802.11 Linux STA wireless driver source
154,xserver-xorg-video-sis,1:0.10.7-0ubuntu6," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- SiS display driver
155,libmpdec2,2.4.0-6, libc6 (>= 2.14),multiarch-support,library for decimal floating point arithmetic (runtime library)
156,eog,3.10.2-0ubuntu5," libatk1.0-0 (>= 1.32.0-2~), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libexempi3 (>= 2.2.0), libexif12, libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.3), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.2.0), libgrip0 (>= 0.1.0), libgtk-3-0 (>= 3.7.8), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), libpeas-1.0-0 (>= 1.0.0), librsvg2-2 (>= 2.36.2), libx11-6, libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4), dconf-gsettings-backend | gsettings-backend, gir1.2-gtk-3.0, gnome-icon-theme (>= 2.19.1), shared-mime-info (>= 0.20), gsettings-desktop-schemas (>= 2.91.92), gir1.2-peas-1.0",,Eye of GNOME graphics viewer program
157,ipython,1.2.1-2," python-decorator, python-pexpect, python-simplegeneric, python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,enhanced interactive Python shell
158,isc-dhcp-common,4.2.4-7ubuntu12," libc6 (>= 2.15), debianutils (>= 2.8.2)",,common files used by all the isc-dhcp* packages
159,libc6-dbg,2.19-0ubuntu6, libc6 (= 2.19-0ubuntu6),,Embedded GNU C Library: detached debugging symbols
160,evolution-data-server-online-accounts,3.10.4-0ubuntu1.1," libaccounts-glib0 (>= 1.4), libc6 (>= 2.2.5), libcamel-1.2-45 (= 3.10.4-0ubuntu1.1), libebackend-1.2-7 (>= 3.7.90), libedataserver-1.2-18 (>= 3.7.90), libglib2.0-0 (>= 2.34), libgoa-1.0-0b (>= 3.7.91), libjson-glib-1.0-0 (>= 0.12.0), librest-0.7-0 (>= 0.7), libsignon-glib1 (>= 1.8), libsoup2.4-1 (>= 2.40.3), libxml2 (>= 2.9.0), evolution-data-server-common (= 3.10.4-0ubuntu1.1)",,evolution data server integration with Ubuntu Online Accounts
161,libwebkitgtk-1.0-0,2.4.10-0ubuntu0.14.04.1," libjavascriptcoregtk-1.0-0 (= 2.4.10-0ubuntu0.14.04.1), libatk1.0-0 (>= 2.7.91), libc6 (>= 2.14), libcairo2 (>= 1.13.0~20140204), libenchant1c2a (>= 1.6.0), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libgeoclue0 (>= 0.11.1+git20091217), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.2.0), libgstreamer1.0-0 (>= 1.2.0), libgtk2.0-0 (>= 2.24.10), libharfbuzz-icu0 (>= 0.9.18), libharfbuzz0b (>= 0.9.18), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), libpango-1.0-0 (>= 1.30.0), libpng12-0 (>= 1.2.13-4), libsecret-1-0 (>= 0.7), libsoup2.4-1 (>= 2.44.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.8.1), libwebp5, libx11-6, libxcomposite1 (>= 1:0.3-1), libxdamage1 (>= 1:1.1), libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), libxt6, zlib1g (>= 1:1.2.0), libwebkitgtk-1.0-common (>= 2.4.10)",multiarch-support,Web content engine library for GTK+
162,evolution-data-server-common,3.10.4-0ubuntu1.1, dconf-gsettings-backend | gsettings-backend,,architecture independent files for Evolution Data Server
163,libsdl1.2debian,1.2.15-8ubuntu1.1," libasound2 (>= 1.0.16), libc6 (>= 2.15), libcaca0 (>= 0.99.beta17-1), libpulse0 (>= 1:0.99.1), libx11-6 (>= 2:1.4.99.1), libxext6",multiarch-support,Simple DirectMedia Layer
164,libxinerama1,2:1.1.3-1," libc6 (>= 2.2.5), libx11-6 (>= 2:1.4.99.1), libxext6",multiarch-support,X11 Xinerama extension library
165,libatomic1,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.14)",multiarch-support,support library providing __atomic built-in functions
166,gnome-system-monitor,3.8.2.1-2ubuntu1," dconf-gsettings-backend | gsettings-backend, libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.31.8), libglibmm-2.4-1c2a (>= 2.36.2), libgtk-3-0 (>= 3.5.12), libgtkmm-3.0-1 (>= 3.8.1), libgtop2-7 (>= 2.22.3), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), librsvg2-2 (>= 2.35.0), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6), libwnck-3-0 (>= 2.91.6)",,Process viewer and system resource monitor for GNOME
167,libuuid1,2.20.1-5.1ubuntu20.1," passwd, libc6 (>= 2.4)",multiarch-support,Universally Unique ID library
168,libgtop2-common,2.28.5-2,,,gtop system monitoring library (common)
169,account-plugin-facebook,0.11+14.04.20140409.1-0ubuntu1," libaccount-plugin-generic-oauth | ubuntu-system-settings-online-accounts, unity-asset-pool (>> 0.8.24daily12.12.05-0ubuntu1)",,GNOME Control Center account plugin for single signon - facebook
170,libedataserver-1.2-18,3.10.4-0ubuntu1.1," libc6 (>= 2.14), libcamel-1.2-45, libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libsoup2.4-1 (>= 2.40.3), libxml2 (>= 2.7.4), evolution-data-server-common (>= 3.10)",,Utility library for evolution data servers
171,libaio1,0.3.109-4,,multiarch-support,Linux kernel AIO access library - shared library
172,apache2-doc,2.4.7-1ubuntu4.10,,,Apache HTTP Server (on-site documentation)
173,unity,7.2.2+14.04.20140714-0ubuntu1," compiz-core, libatk-bridge2.0-0 (>= 2.5.3), libatk1.0-0 (>= 2.2.0), libbamf3-2 (>= 0.5.0), libc6 (>= 2.17), libcairo2 (>= 1.13.0~20140204), libdbusmenu-glib4 (>= 0.4.2), libdee-1.0-4 (>= 0.5.2), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libgl1-mesa-glx | libgl1, libglew1.10 (>= 1.10.0), libglib2.0-0 (>= 2.39.4), libgnome-desktop-3-7 (>= 3.2.0), libgtk-3-0 (>= 3.9.10), libindicator3-7 (>= 0.4.90), libjson-glib-1.0-0 (>= 0.12.0), libnotify4 (>= 0.7.0), libnux-4.0-0, libpam0g (>= 0.99.7.1), libpango-1.0-0 (>= 1.22.0), libpangocairo-1.0-0 (>= 1.14.0), libsigc++-2.0-0c2a (>= 2.0.2), libstartup-notification0 (>= 0.2), libstdc++6 (>= 4.8), libunity-core-6.0-9 (= 7.2.2+14.04.20140714-0ubuntu1), libunity-misc4 (>= 4.0.2), libunity-protocol-private0 (>= 7.1.4+14.04.20140210), libx11-6 (>= 2:1.2.99.901), libxext6, libxfixes3 (>= 1:5.0.1-1), libxi6 (>= 2:1.7.1.901), libxrender1, libzeitgeist-2.0-0 (>= 0.9.9), session-migration, python:any, compiz, compiz-core-abiversion-20140123, libnux-abiversion-20140307.0, compiz-plugins-default, libglib2.0-bin, nux-tools, dconf-cli, unity-asset-pool (>= 0.8.18), unity-greeter, bamfdaemon, unity-scope-home",,Interface designed for efficiency of space and interaction.
174,tk8.6,8.6.1-3ubuntu2," libc6 (>= 2.2.5), libtcl8.6 (>= 8.6.0), libtk8.6 (>= 8.6.0)",,Tk toolkit for Tcl and X11 v8.6 - windowing shell
175,friends-dispatcher,0.2.0+14.04.20140217.1-0ubuntu1," gir1.2-dee-1.0, gir1.2-ebook-1.2 (>= 3.8), gir1.2-ebookcontacts-1.2 (>= 3.8), gir1.2-edataserver-1.2 (>= 3.8), gir1.2-gdkpixbuf-2.0, gir1.2-glib-2.0, gir1.2-networkmanager-1.0, gir1.2-notify-0.7, gir1.2-signon-1.0, gir1.2-soup-2.4, gir1.2-accounts-1.0, python3-pkg-resources, python3-dbus, python3-gi, python3-oauthlib, python3:any (>= 3.3.2-2~), python3",,Social integration with the desktop
176,libpathplan4,2.36.0-0ubuntu3.1, libc6 (>= 2.15),,rich set of graph drawing tools - pathplan library
177,libtasn1-6,3.4-3ubuntu0.1, libc6 (>= 2.14),multiarch-support,Manage ASN.1 structures (runtime)
178,libsoup2.4-1,2.44.2-1ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libsqlite3-0 (>= 3.5.9), libxml2 (>= 2.7.4), glib-networking (>= 2.32.0)",multiarch-support,HTTP library implementation in C -- Shared library
179,lsb-base,4.1+Debian11ubuntu6,,,Linux Standard Base 4.1 init script functionality
180,libcurl3-gnutls,7.35.0-1ubuntu2," libc6 (>= 2.17), libgcrypt11 (>= 1.5.1), libgnutls26 (>= 2.12.17-0), libgssapi-krb5-2 (>= 1.10+dfsg~), libidn11 (>= 1.13), libldap-2.4-2 (>= 2.4.7), librtmp0 (>= 2.3), zlib1g (>= 1:1.1.4)",multiarch-support,easy-to-use client-side URL transfer library (GnuTLS flavour)
181,fontconfig,2.11.0-0ubuntu4.1," fontconfig-config, libc6 (>= 2.3.4), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1)",,generic font configuration library - support binaries
182,libsoup-gnome2.4-1,2.44.2-1ubuntu2," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libsoup2.4-1 (>= 2.41.90)",multiarch-support,HTTP library implementation in C -- GNOME support library
183,compiz,1:0.9.11.2+14.04.20140714-0ubuntu1," compiz-core (>= 1:0.9.11.2+14.04.20140714-0ubuntu1), compiz-plugins-default (>= 1:0.9.11.2+14.04.20140714-0ubuntu1), compiz-gnome, debconf (>= 0.5) | debconf-2.0",,OpenGL window and compositing manager
184,libparted0debian1,2.3-19ubuntu1," libblkid1 (>= 2.17.2), libc6 (>= 2.14), libdevmapper1.02.1 (>= 2:1.02.36), libuuid1 (>= 2.16)",multiarch-support,disk partition manipulator - shared library
185,libp11-kit-gnome-keyring,3.10.1-1ubuntu4, libc6 (>= 2.14),multiarch-support,GNOME keyring module for the PKCS#11 module loading library
186,libjavascriptcoregtk-3.0-0,2.4.3-1ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.36.0), libicu52 (>= 52~m1-1~), libstdc++6 (>= 4.8.1), zlib1g (>= 1:1.1.4)",multiarch-support,JavaScript engine library from WebKitGTK+
187,cpp-4.8,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.14), libcloog-isl4 (>= 0.17), libgmp10, libisl10 (>= 0.10), libmpc3, libmpfr4 (>= 3.1.2), zlib1g (>= 1:1.1.4)",,GNU C preprocessor
188,system-config-samba,1.2.63-0ubuntu6," python, python:any (>= 2.7.5-5~), samba, python-libuser, python-glade2",,GUI for managing samba shares and users
189,libreoffice-math,1:4.2.4-0ubuntu2," fonts-opensymbol, libreoffice-core (= 1:4.2.4-0ubuntu2), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), uno-libs3 (>= 4.1.0~alpha), ure",,office productivity suite -- equation editor
190,procps,1:3.3.9-1ubuntu2," libc6 (>= 2.15), libncurses5 (>= 5.5-5~), libncursesw5 (>= 5.6+20070908), libprocps3, libtinfo5, lsb-base (>= 3.0-10), initscripts",,/proc file system utilities
191,g++-4.8,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), gcc-4.8 (= 4.8.2-19ubuntu1), libstdc++-4.8-dev (= 4.8.2-19ubuntu1), libc6 (>= 2.14), libcloog-isl4 (>= 0.17), libgmp10, libisl10 (>= 0.10), libmpc3, libmpfr4 (>= 3.1.2), zlib1g (>= 1:1.1.4)",,GNU C++ compiler
192,gstreamer0.10-nice,0.1.4-1," libc6 (>= 2.14), libglib2.0-0 (>= 2.31.8), libgstreamer0.10-0 (>= 0.10.35.2-2), libnice10 (>= 0.1.0)",,ICE library (GStreamer 0.10 plugin)
193,wpasupplicant,2.1-0ubuntu1," libc6 (>= 2.15), libdbus-1-3 (>= 1.1.4), libnl-3-200 (>= 3.2.7), libnl-genl-3-200 (>= 3.2.7), libpcsclite1 (>= 1.0.0), libreadline5 (>= 5.2), libssl1.0.0 (>= 1.0.1), lsb-base (>= 3.0-6), adduser, initscripts (>= 2.88dsf-13.3)",,client support for WPA and WPA2 (IEEE 802.11i)
194,language-pack-en,1:14.04+20140707, language-pack-en-base (>= 1:14.04+20140707),dpkg (>= 1.16.1),translation updates for language English
195,apturl,0.5.2ubuntu4," python3:any (>= 3.3.2-2~), python3, gconf2 (>= 2.28.1-2), apturl-common (= 0.5.2ubuntu4), gnome-icon-theme (>= 2.14.0-1), python3-gi, software-properties-gtk, python3-aptdaemon, python3-aptdaemon.gtk3widgets, gir1.2-gtk-3.0, gir1.2-webkit-3.0",,install packages using the apt protocol - GTK+ frontend
196,libctemplate2,2.2-4ubuntu3," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6)",,Simple but powerful template language for C++
197,libgeoip1,1.6.0-1, libc6 (>= 2.4),multiarch-support,non-DNS IP-to-country resolver library
198,libpocketsphinx1,0.8.0+real-0ubuntu6," libc6 (>= 2.14), libsphinxbase1 (>= 0.8)",,lightweight speech recognition - library
199,dnsutils,1:9.9.5.dfsg-3," libbind9-90 (= 1:9.9.5.dfsg-3), libc6 (>= 2.4), libdns100 (= 1:9.9.5.dfsg-3), libisc95 (= 1:9.9.5.dfsg-3), libisccfg90 (= 1:9.9.5.dfsg-3), libkrb5-3 (>= 1.6.dfsg.2), liblwres90 (= 1:9.9.5.dfsg-3), bind9-host | host",,Clients provided with BIND
200,libgtksourceview-3.0-1,3.10.2-0ubuntu1," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.38.0), libgtk-3-0 (>= 3.10), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.14.0), libxml2 (>= 2.7.4), libgtksourceview-3.0-common (>= 3.10.2-0ubuntu1)",multiarch-support,shared libraries for the GTK+ syntax highlighting widget
201,libunityvoice1,0.1+14.04.20140304-0ubuntu1," unity-voice-service (= 0.1+14.04.20140304-0ubuntu1), libc6 (>= 2.2.5), libgcc1 (>= 1:4.1.1), libqt5core5a (>= 5.2.0), libqt5dbus5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,client library for Unity voice service
202,fcitx-module-lua,1:4.2.8.3-3-1cdos1," libc6 (>= 2.14), liblua5.1-0, fcitx-modules",,Flexible Input Method Framework - Lua module
203,libgconf-2-4,3.2.6-0ubuntu2," libc6 (>= 2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.35.9), gconf2-common (= 3.2.6-0ubuntu2)",multiarch-support,GNOME configuration database system (shared libraries)
204,python3-pycurl,7.19.3-0ubuntu3," libc6 (>= 2.15), libcurl3-gnutls (>= 7.18.0), python3 (<< 3.5), python3 (>= 3.4~)",,Python 3 bindings to libcurl
205,python-decorator,3.4.0-2build1," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,simplify usage of Python decorators by programmers
206,python3-aptdaemon,1.1.1-1ubuntu5," python3:any (>= 3.3.2-2~), gir1.2-glib-2.0, python3-apt (>= 0.8.5~ubuntu1), python3-defer (>= 1.0.6), python3-dbus, python3-gi, python3-pkg-resources, iso-codes",,Python 3 module for the server and client of aptdaemon
