id,package_name,version,depends,predepends,description
563,xserver-xorg-video-glamoregl,0.6.0-0ubuntu5," libglamor0 (= 0.6.0-0ubuntu5), libc6 (>= 2.2.5), libegl1-mesa (>= 7.8.1) | libegl1-x11, libgbm1 (>= 8.1~0), libglapi-mesa, xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- graphics acceleration module based on OpenGL
564,gawk,1:4.0.1+dfsg-2.1ubuntu3,,"libc6 (>= 2.14), libreadline6 (>= 6.0), libsigsegv2 (>= 2.9)","GNU awk, a pattern scanning and processing language"
565,linux-libc-dev,4.3.0-2.11+1cdos1.0.11+1.10.0,,,Linux Kernel Headers for development
566,gir1.2-gnomebluetooth-1.0,3.8.2.1-0ubuntu5," gir1.2-glib-2.0, gir1.2-gtk-3.0, libgnome-bluetooth11 (>= 3.4.0)",,Introspection data for GnomeBluetooth
567,x11proto-xext-dev,7.3.0-2," x11proto-input-dev, x11proto-core-dev",,X11 various extension wire protocol
568,libppl-c4,1:1.1-1ubuntu2," libppl13 (= 1:1.1-1ubuntu2), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libgmp10, libgmpxx4ldbl, libstdc++6 (>= 4.6)",multiarch-support,Parma Polyhedra Library (C interface)
569,libwebpmux1,0.4.0-5," libc6 (>= 2.14), libwebp5",multiarch-support,Lossy compression of digital photographic images.
570,libdotconf0,1.3-0ubuntu3, libc6 (>= 2.7),multiarch-support,Configuration file parser library - runtime files
571,resolvconf,1.69ubuntu1.2," lsb-base, debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",initscripts (>= 2.88dsf-13.10),name server information handler
572,libthai-data,0.1.20-4,,,Data files for Thai language support library
573,python3-gi,3.12.0-1ubuntu2," python3 (<< 3.5), python3 (>= 3.4~), libc6 (>= 2.14), libgirepository-1.0-1 (>= 1.33.10), libglib2.0-0 (>= 2.38.0), gir1.2-glib-2.0 (>= 1.35.9)",,Python 3 bindings for gobject-introspection libraries
574,fonts-dejavu-extra,2.34-1ubuntu2, fonts-dejavu-core,,Vera font family derivate with additional characters (extra variants)
575,libpango-1.0-0,1.36.3-1ubuntu3+1.10.0," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libthai0 (>= 0.1.12), fontconfig (>= 2.1.91)",multiarch-support,Layout and rendering of internationalized text
576,evolution-data-server,3.10.4-0ubuntu1.2," libc6 (>= 2.14), libcamel-1.2-45 (= 3.10.4-0ubuntu1.2), libdb5.3, libebackend-1.2-7 (>= 3.8.4), libebook-1.2-14 (>= 3.10.0), libebook-contacts-1.2-0 (>= 3.7.90), libecal-1.2-16 (>= 3.7.90), libedata-book-1.2-20 (>= 3.7.90), libedata-cal-1.2-23 (>= 3.8.4), libedataserver-1.2-18 (>= 3.7.90), libgdata13 (>= 0.11.0), libglib2.0-0 (>= 2.35.9), libgtk-3-0 (>= 3.0.0), libgweather-3-6 (>= 3.7.91), libical1 (>= 1.0), libldap-2.4-2 (>= 2.4.7), libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 1.8.0.10), libnss3 (>= 2:3.13.4-2~) | libnss3-1d (>= 3.12.0~beta3), libpango-1.0-0 (>= 1.14.0), libsecret-1-0 (>= 0.7), libsoup2.4-1 (>= 2.40.3), libxml2 (>= 2.9.0), evolution-data-server-common (= 3.10.4-0ubuntu1.2)",,evolution database backend server
577,libxpm4,1:3.5.10-2," libc6 (>= 2.14), libx11-6",multiarch-support,X11 pixmap library
578,libgtk-3-dev,3.10.8-0ubuntu1+2cdos4.9+1.10.0," libgtk-3-0 (= 3.10.8-0ubuntu1+2cdos4.9+1.10.0), gir1.2-gtk-3.0 (= 3.10.8-0ubuntu1+2cdos4.9+1.10.0), libgtk-3-common, libglib2.0-dev (>= 2.37.5), libgdk-pixbuf2.0-dev (>= 2.27.1), libpango1.0-dev (>= 1.32.4), libatk1.0-dev (>= 2.7.5), libatk-bridge2.0-dev, libcairo2-dev (>= 1.13.0~20140204), libwayland-dev (>= 1.2.0), libx11-dev, libxkbcommon-dev, libxext-dev, libxinerama-dev, libxi-dev, libxrandr-dev, libxcursor-dev, libxfixes-dev, libxcomposite-dev, libxdamage-dev, pkg-config (>= 0.26-1)",,development files for the GTK+ library
579,python-pexpect,3.1-1ubuntu0.2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2)",,Python module for automating interactive applications
580,libkmod2,15-0ubuntu7, libc6 (>= 2.17),multiarch-support,libkmod shared library
581,gir1.2-atk-1.0,2.10.0-2ubuntu3," gir1.2-glib-2.0, libatk1.0-0 (>= 2.10.0)",,ATK accessibility toolkit (GObject introspection)
582,gnome-keyring,3.10.1-1ubuntu5," dconf-gsettings-backend | gsettings-backend, libc6 (>= 2.15), libcap-ng0, libdbus-1-3 (>= 1.1.1), libgck-1-0 (>= 3.3.90), libgcr-base-3-1 (>= 3.8.0), libgcrypt11 (>= 1.5.1), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), gcr (>= 3.4), dbus-x11, p11-kit (>= 0.16), libcap2-bin",multiarch-support,GNOME keyring services (daemon and tools)
583,libgnome-keyring-common,3.8.0-3,,,GNOME keyring services library - data files
584,libtdb1,1.2.12-2, libc6 (>= 2.14),multiarch-support,Trivial Database - shared library
585,libimobiledevice4,1.1.5+git20140313.bafe6a9e-0ubuntu2," libc6 (>= 2.15), libgcrypt11 (>= 1.5.1), libgnutls26 (>= 2.12.17-0), libplist1 (>= 0.16), libtasn1-6 (>= 3.4-0), libusbmuxd2 (>= 1.0.8), usbmuxd",multiarch-support,Library for communicating with the iPhone and iPod Touch
586,tar,1.27.1-2,,"libacl1 (>= 2.2.51-8), libc6 (>= 2.17), libselinux1 (>= 1.32)",GNU version of the tar archiving utility
587,libgettextpo0,0.18.3.1-1ubuntu4," libc6 (>= 2.14), libunistring0",multiarch-support,GNU Internationalization library
588,rhythmbox,3.0.2-0ubuntu2+1cdos11+1.10.0," libc6 (>= 2.14), libglib2.0-0 (>= 2.34.0), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.0.0), libpeas-1.0-0 (>= 1.0.0), librhythmbox-core8 (= 3.0.2-0ubuntu2+1cdos11+1.10.0), libtotem-plparser18 (>= 3.10.0), libx11-6, python3.4, python3 (>= 3.4~), python3 (<< 3.5), rhythmbox-data (= 3.0.2-0ubuntu2+1cdos11+1.10.0), dbus, gstreamer1.0-plugins-base (>= 1.0.6), gstreamer1.0-plugins-good (>= 1.0.6), gnome-icon-theme, gstreamer1.0-x, media-player-info, gir1.2-rb-3.0 (= 3.0.2-0ubuntu2+1cdos11+1.10.0), gir1.2-glib-2.0, gir1.2-gtk-3.0, python-gi",,music player and organizer for GNOME
589,file,1:5.14-2ubuntu3.2," libc6 (>= 2.4), libmagic1 (= 1:5.14-2ubuntu3.2)",,Determines file type using  magic  numbers
590,ttf-liberation,1.07.3-4, fonts-liberation,,transitional dummy package
591,gir1.2-networkmanager-1.0,0.9.8.8-0ubuntu8+1cdos2+1.10.0," gir1.2-freedesktop, gir1.2-glib-2.0, libnm-glib4 (>= 0.9.8.4), libnm-util2 (>= 0.9.8.0)",,GObject introspection data for NetworkManager
592,libc6-i386,2.19-0ubuntu7, libc6 (= 2.19-0ubuntu7),,Embedded GNU C Library: 32-bit shared libraries for AMD64
593,gdebi-core,0.9.5.3ubuntu2+1cdos4," python3:any (>= 3.3.2-2~), python3-apt, python3-debian, file",,simple tool to install deb files
594,libsigsegv2,2.10-3, libc6 (>= 2.4),multiarch-support,Library for handling page faults in a portable way
595,gcc-4.7,4.7.3-12ubuntu2," gcc-4.7-base (= 4.7.3-12ubuntu2), cpp-4.7 (= 4.7.3-12ubuntu2), binutils (>= 2.24), libgcc-4.7-dev (= 4.7.3-12ubuntu2), libc6 (>= 2.14), libcloog-ppl1, libgmp10, libmpc3, libmpfr4 (>= 3.1.2), libppl-c4, zlib1g (>= 1:1.1.4)",,GNU C compiler
596,libdbus2.0-cil,0.8.0-2+1cdos1," cli-common (>= 0.5.1), libmono-corlib4.5-cil (>= 3.2.8), libmono-posix4.0-cil (>= 3.2.3), libmono-system-core4.0-cil (>= 3.2.8), libmono-system-xml4.0-cil (>= 3.2.1), libmono-system4.0-cil (>= 3.2.8)",,CLI implementation of D-Bus
597,gcc-4.8,4.8.2-19ubuntu2+1cdos1," cpp-4.8 (= 4.8.2-19ubuntu2+1cdos1), gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), binutils (>= 2.24), libgcc-4.8-dev (= 4.8.2-19ubuntu2+1cdos1), libc6 (>= 2.14), libcloog-isl4 (>= 0.17), libgmp10, libisl10 (>= 0.10), libmpc3, libmpfr4 (>= 3.1.2), zlib1g (>= 1:1.1.4)",,GNU C compiler
598,python-gdbm,2.7.5-1ubuntu2," python (>= 2.7), python (<< 2.8), libc6 (>= 2.4), libgdbm3 (>= 1.8.3)",,GNU dbm database support for Python
599,packagekit,0.8.12-1ubuntu6," libglib2.0-bin, libpackagekit-glib2-16 (= 0.8.12-1ubuntu6), packagekit-backend-aptcc (= 0.8.12-1ubuntu6), policykit-1, libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libpolkit-gobject-1-0 (>= 0.99), libsqlite3-0 (>= 3.5.9), libsystemd-login0 (>= 31)",,Provides a package management service
600,liburi-perl,1.60-2," perl, libmime-base64-perl, libnet-perl",,module to manipulate and access URI strings
601,liblcms2-2,2.5-0ubuntu5, libc6 (>= 2.14),multiarch-support,Little CMS 2 color management library
602,cups-core-drivers,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.4), libcups2 (= 1.7.2-0ubuntu1.2+1cdos1), cups-daemon (>= 1.7.2-0ubuntu1.2+1cdos1), cups-filters-core-drivers (>= 1.0.24-3~)",,Common UNIX Printing System(tm) - PPD-less printing
603,libnet-domain-tld-perl,1.70-2, perl,,list of currently available Top-level Domains (TLDs)
604,libcap2-bin,1:2.24-0ubuntu3," libc6 (>= 2.14), libcap2 (>= 2.10)",,basic utility programs for using capabilities
605,libdrm-radeon1,2.4.52-2," libc6 (>= 2.14), libdrm2 (>= 2.4.38)",multiarch-support,Userspace interface to radeon-specific kernel DRM services -- runtime
606,libumfpack5.6.2,1:4.2.1-3ubuntu2," libamd2.3.1, libblas3 | libblas.so.3, libc6 (>= 2.2.5), libcholmod2.1.2",multiarch-support,sparse LU factorization library
607,cdos-keyring,2.0.0.1, gnupg (>= 1.0.6-4),,GnuPG key of the CDOS repository
608,libhx509-5-heimdal,1.6~git20131207+dfsg-1ubuntu1-1cdos1.6," libasn1-8-heimdal (>= 1.4.0+git20110226), libc6 (>= 2.14), libcomerr2 (>= 1.34), libhcrypto4-heimdal (>= 1.4.0+git20110226), libheimbase1-heimdal (>= 1.6~git20131117), libroken18-heimdal (>= 1.4.0+git20110226), libwind0-heimdal (>= 1.4.0+git20110226)",multiarch-support,Heimdal Kerberos - X509 support library
609,python-oauthlib,0.6.1-2," python:any (>= 2.7.5-5~), python:any (<< 2.8), python-crypto",,"generic, spec-compliant implementation of OAuth for Python"
610,libfluidsynth1,1.1.6-3," libasound2 (>= 1.0.16), libc6 (>= 2.14), libdbus-1-3 (>= 1.0.2), libglib2.0-0 (>= 2.31.8), libjack-jackd2-0 (>= 1.9.5~dfsg-14) | libjack-0.116, libpulse0 (>= 1:0.99.1), libreadline6 (>= 6.0), libsndfile1 (>= 1.0.20)",multiarch-support,Real-time MIDI software synthesizer (runtime library)
611,caribou,0.4.13-0ubuntu2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libatspi2.0-0 (>= 2.9.90), libc6 (>= 2.3.4), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), dconf-gsettings-backend | gsettings-backend, python-gi, gir1.2-caribou-1.0, gir1.2-glib-2.0, gir1.2-gtk-3.0, gir1.2-clutter-1.0, python-dbus, python-pyatspi",,Configurable on screen keyboard with scanning mode
612,gir1.2-webkit-3.0,2.4.3-1ubuntu3," gir1.2-javascriptcoregtk-3.0 (= 2.4.3-1ubuntu3), gir1.2-glib-2.0, gir1.2-gtk-3.0 (>= 3.10.0), gir1.2-soup-2.4, libwebkitgtk-3.0-0 (>= 2.3.90)",,Web content engine library for GTK+ - GObject introspection data
613,libmount1,2.20.1-5.1ubuntu20.2," libblkid1 (>= 2.17.2), libc6 (>= 2.14), libselinux1 (>= 1.32)",multiarch-support,block device id library
614,libqtcore4,4:4.8.5+git192-g085f851+dfsg-2ubuntu5," qtcore4-l10n, libc6 (>= 2.15), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.22.0), libstdc++6 (>= 4.6), zlib1g (>= 1:1.1.4)",multiarch-support,Qt 4 core module
615,python-aptdaemon.gtk3widgets,1.1.1-1ubuntu6," python-aptdaemon (= 1.1.1-1ubuntu6), python-gi, gir1.2-gtk-3.0, gir1.2-vte-2.90, aptdaemon-data",,Python 2 GTK+ 3 widgets to run an aptdaemon client
616,nautilus-data,1:3.10.1-0ubuntu8+1cdos4+1.10.0, dconf-gsettings-backend | gsettings-backend,,data files for nautilus
617,geoclue-ubuntu-geoip,1.0.2+14.04.20131125-0ubuntu3," geoclue, dconf-gsettings-backend | gsettings-backend, libc6 (>= 2.2.5), libgeoclue0 (>= 0.12.0), libglib2.0-0 (>= 2.37.3), libnm-glib4 (>= 0.7.999), libsoup2.4-1 (>= 2.33.92)",,Provide positioning for GeoClue via Ubuntu GeoIP services
618,libatk-wrapper-java-jni,0.30.4-4," libatk1.0-0 (>= 1.18.0), libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.12.0), default-jre | java2-runtime, libatk-wrapper-java (>= 0.30.4-4)",multiarch-support,ATK implementation for Java using JNI (JNI bindings)
619,libio-socket-inet6-perl,2.71-2," perl, libsocket6-perl",,object interface for AF_INET6 domain sockets
620,netcat-openbsd,1.105-7ubuntu2," libbsd0 (>= 0.2.0), libc6 (>= 2.16)",,TCP/IP swiss army knife
621,libwebkitgtk-1.0-common,2.4.3-1ubuntu3,,,Web content engine library for GTK+ - data files
622,libwayland-dev,1.4.0-1ubuntu2," libwayland-client0 (= 1.4.0-1ubuntu2), libwayland-server0 (= 1.4.0-1ubuntu2), libwayland-cursor0 (= 1.4.0-1ubuntu2), libc6 (>= 2.14), libexpat1 (>= 2.0.1)",,wayland compositor infrastructure - development files
623,libcjs0c,2.2.1+qiana1," libc6 (>= 2.15), libcairo2 (>= 1.6.0), libdbus-1-3 (>= 1.2.16), libdbus-glib-1-2 (>= 0.78), libffi6 (>= 3.0.4), libgirepository-1.0-1 (>= 1.31.22), libglib2.0-0 (>= 2.37.3), libmozjs185-1.0 (>= 1.8.5-1.0.0+dfsg)",,Mozilla-based javascript bindings for the Cinnamon platform
624,libfribidi0,0.19.6-2, libc6 (>= 2.4),multiarch-support,Free Implementation of the Unicode BiDi algorithm
625,libcupsfilters1,1.0.52-0ubuntu1.3," libc6 (>= 2.14), libcups2 (>= 1.7.0), libdbus-1-3 (>= 1.0.2), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libtiff5 (>= 4.0.3)",multiarch-support,OpenPrinting CUPS Filters - Shared library
626,libvpx1,1.3.0-3, libc6 (>= 2.14),multiarch-support,VP8 video codec (shared library)
627,libxi-dev,2:1.7.1.901-1ubuntu2," libxi6 (= 2:1.7.1.901-1ubuntu2), libx11-dev, libxext-dev, libxfixes-dev, x11proto-input-dev (>= 2.1.99.6), xorg-sgml-doctools (>= 1:1.5)",,X11 Input extension library (development headers)
628,zlib1g,1:1.2.8.dfsg-1ubuntu2, libc6 (>= 2.14),multiarch-support,compression library - runtime
629,libcloog-ppl1,0.16.1-6," libc6 (>= 2.7), libgmp10, libppl-c4",multiarch-support,Chunky Loop Generator (runtime library)
630,fcitx-table-all,1:4.2.8.3-3precise1+18cdos6.8+1.10.0,,,Flexible Input Method Framework - tables metapackage
631,libroken18-heimdal,1.6~git20131207+dfsg-1ubuntu1-1cdos1.6, libc6 (>= 2.15),multiarch-support,Heimdal Kerberos - roken support library
632,libcurl3-nss,7.35.0-1ubuntu2+1cdos1.6," libc6 (>= 2.17), libgssapi-krb5-2 (>= 1.10+dfsg~), libidn11 (>= 1.13), libldap-2.4-2 (>= 2.4.7), libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 1.8.0.10), libnss3 (>= 2:3.14), librtmp0 (>= 2.3), zlib1g (>= 1:1.1.4)",multiarch-support,easy-to-use client-side URL transfer library (NSS flavour)
633,xserver-xorg,1:7.7+1ubuntu9," xserver-xorg-core (>= 2:1.11), xserver-xorg-video-all | xorg-driver-video, xserver-xorg-input-all | xorg-driver-input, xserver-xorg-input-evdev, libc6 (>= 2.7), xkb-data (>= 1.4), x11-xkb-utils",,X.Org X server
634,libunity9,7.1.4+14.04.20140210-0ubuntu2," libc6 (>= 2.2.5), libdbusmenu-glib4 (>= 0.4.2), libdee-1.0-4 (>= 1.2.3~daily13.02.26), libglib2.0-0 (>= 2.37.3), libunity-protocol-private0 (= 7.1.4+14.04.20140210-0ubuntu2), dconf-gsettings-backend | gsettings-backend, libunity-scopes-json-def-desktop (>= 7.1.4+14.04.20140210-0ubuntu2) | unity-scopes-json-def",multiarch-support,binding to get places into the launcher - shared library
635,libespeak1,1.47.11-1ubuntu2," libc6 (>= 2.16), libportaudio2 (>= 19+svn20101113), libpulse0 (>= 1:0.99.1), libsonic0 (>= 0.1.10), espeak-data (= 1.47.11-1ubuntu2)",multiarch-support,Multi-lingual software speech synthesizer: shared library
636,libapt-pkg-perl,0.1.29build2," perl-base (>= 5.18.2-2ubuntu1), perlapi-5.18.2, libapt-pkg4.12 (>= 0.8.0), libc6 (>= 2.2.5), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",,Perl interface to libapt-pkg
637,libbonobo2-0,2.32.1-0ubuntu6," libbonobo2-common (= 2.32.1-0ubuntu6), liborbit2 (>= 1:2.14.19-0.1ubuntu1), libc6 (>= 2.14), libglib2.0-0 (>= 2.31.8), liborbit-2-0 (>= 1:2.14.10), libxml2 (>= 2.7.4)",multiarch-support,Bonobo CORBA interfaces library
638,libmailtools-perl,2.12-2," perl, libnet-perl, libtimedate-perl, libnet-smtp-ssl-perl",,Manipulate email in perl programs
639,libburn4,1.3.4-0ubuntu2, libc6 (>= 2.14),,library to provide CD/DVD writing functions
640,libxrandr2,2:1.4.2-2," libc6 (>= 2.14), libx11-6 (>= 2:1.6.0), libxext6, libxrender1",multiarch-support,X11 RandR extension library
641,os-prober,1.63ubuntu2, libc6 (>= 2.4),,utility to detect other OSes on a set of drives
642,libevdocument3-4,3.10.3-0ubuntu10.1+3cdos8+1.10.0," libc6 (>= 2.14), libcairo2 (>= 1.10.0), libdjvulibre21 (>= 3.5.25.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.8.0), libgxps2 (>= 0.2.1), libkpathsea6, libpango-1.0-0 (>= 1.14.0), libpoppler-glib8 (>= 0.24.0), libspectre1 (>= 0.2.3), libt1-5 (>= 5.1.0), libtiff5 (>= 4.0.3), libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4)",,"Document (PostScript, PDF) rendering library"
643,libglu1-mesa,9.0.0-3," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libstdc++6 (>= 4.1.1)",multiarch-support,Mesa OpenGL utility library (GLU)
644,libapt-inst1.5,1.0.1ubuntu2.2," libapt-pkg4.12 (>= 0.8.16~exp9), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.4.0)",multiarch-support,deb package format runtime library
645,gsfonts,1:8.11+urwcyr1.0.7~pre44-4.2ubuntu2,,,Fonts for the Ghostscript interpreter(s)
646,libopencv-objdetect2.4,2.4.8+dfsg1-2ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-core2.4, libopencv-highgui2.4 (= 2.4.8+dfsg1-2ubuntu2), libopencv-imgproc2.4, libstdc++6 (>= 4.1.1), libtbb2",multiarch-support,computer vision Object Detection library
647,adduser,3.113+nmu3ubuntu4," perl-base (>= 5.6.0), passwd (>= 1:4.0.12), debconf | debconf-2.0",,add and remove users and groups
648,libcupsmime1,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.14), libcups2 (= 1.7.2-0ubuntu1.2+1cdos1)",multiarch-support,Common UNIX Printing System(tm) - MIME library
649,libxcb1,1.10-2ubuntu2," libc6 (>= 2.14), libxau6, libxdmcp6",multiarch-support,X C Binding
650,fonts-tlwg-purisa,1:0.5.1-4,,,Thai Purisa font
651,libgconf2.0-cil,2.24.2-4," cli-common (>= 0.5.1), libdbus-glib-1-2 (>= 0.100.2), libgconf-2-4 (>= 2.31.1), gconf-service, libglib2.0-cil (>= 2.12.10-1ubuntu1), libmono-corlib4.5-cil (>= 3.2.8)",,CLI binding for GConf 2.24
652,libdmx1,1:1.1.3-2," libc6 (>= 2.14), libx11-6 (>= 2:1.6.0), libxext6",multiarch-support,X11 Distributed Multihead extension library
653,python3-debian,0.1.21+nmu2ubuntu3," python3-chardet, python3-six",,Python 3 modules to work with Debian-related data formats
654,libfontconfig1-dev,2.11.0-0ubuntu4.2," libexpat1-dev, libfontconfig1 (= 2.11.0-0ubuntu4.2), libfreetype6-dev (>= 2.1.7), pkg-config",,generic font configuration library - development
655,xserver-xorg-video-all,1:7.7+1ubuntu9," xserver-xorg-video-ati, xserver-xorg-video-cirrus, xserver-xorg-video-fbdev, xserver-xorg-video-intel, xserver-xorg-video-mga, xserver-xorg-video-modesetting, xserver-xorg-video-neomagic, xserver-xorg-video-nouveau, xserver-xorg-video-openchrome, xserver-xorg-video-qxl, xserver-xorg-video-s3, xserver-xorg-video-savage, xserver-xorg-video-siliconmotion, xserver-xorg-video-sis, xserver-xorg-video-sisusb, xserver-xorg-video-tdfx, xserver-xorg-video-trident, xserver-xorg-video-vesa, xserver-xorg-video-vmware",,X.Org X server -- output driver metapackage
656,libgcc-4.8-dev,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), libgcc1 (>= 1:4.8.2-19ubuntu2+1cdos1), libgomp1 (>= 4.8.2-19ubuntu2+1cdos1), libitm1 (>= 4.8.2-19ubuntu2+1cdos1), libatomic1 (>= 4.8.2-19ubuntu2+1cdos1), libasan0 (>= 4.8.2-19ubuntu2+1cdos1), libtsan0 (>= 4.8.2-19ubuntu2+1cdos1), libquadmath0 (>= 4.8.2-19ubuntu2+1cdos1)",,GCC support library (development files)
657,libmms0,0.6.2-3ubuntu3," libc6 (>= 2.15), libglib2.0-0 (>= 2.12.0)",multiarch-support,MMS stream protocol library - shared library
658,gir1.2-accountsservice-1.0,0.6.35-0ubuntu7.2," gir1.2-glib-2.0, libaccountsservice0 (>= 0.6.35-0ubuntu7.2)",,GObject introspection data for AccountService
659,libqt5sql5-sqlite,5.2.1+dfsg-1ubuntu14.3," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libqt5sql5 (>= 5.2.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1","dpkg (>= 1.15.6~), multiarch-support",Qt 5 SQLite 3 database driver
660,libqt5gui5,5.2.1+dfsg-1ubuntu14.3," fontconfig, libc6 (>= 2.14), libdrm2 (>= 2.4.17), libegl1-mesa (>= 7.8.1) | libegl1-x11, libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libgbm1 (>= 8.1~0), libgl1-mesa-glx | libgl1, libgles2-mesa (>= 7.8.1) | libgles2, libglib2.0-0 (>= 2.12.0), libgtk2.0-0 (>= 2.24.0), libharfbuzz0b (>= 0.9.11), libice6 (>= 1:1.0.0), libjpeg8 (>= 8c), libpango-1.0-0 (>= 1.14.0), libpng12-0 (>= 1.2.13-4), libqt5core5a (>= 5.2.0), libqt5dbus5 (>= 5.0.2), libsm6, libstdc++6 (>= 4.1.1), libudev1 (>= 183), libx11-6, libx11-xcb1, libxcb-glx0, libxcb-icccm4 (>= 0.4.1), libxcb-image0 (>= 0.3.9), libxcb-keysyms1 (>= 0.3.9), libxcb-randr0 (>= 1.3), libxcb-render-util0 (>= 0.3.8), libxcb-render0, libxcb-shape0, libxcb-shm0, libxcb-sync1, libxcb-xfixes0, libxcb-xkb1, libxcb1, libxi6 (>= 2:1.2.99.4), libxkbcommon-x11-0 (>= 0.4.0), libxkbcommon0 (>= 0.2.0), libxrender1, qtbase-abi-5-2-1, zlib1g (>= 1:1.1.4)","dpkg (>= 1.15.6~), multiarch-support",Qt 5 GUI module
661,locales,2.13+git20120306-12.2, libc6 (>= 2.9-0ubuntu10) | libc6.1 (>= 2.9-0ubuntu10),,common files for locale support
662,cups-server-common,1.7.2-0ubuntu1.2+1cdos1,,,Common UNIX Printing System(tm) - server common files
663,libisl10,0.12.2-2," libc6 (>= 2.14), libgmp10",multiarch-support,manipulating sets and relations of integer points bounded by linear constraints
664,python-dbus-dev,1.2.0-2build3,,,main loop integration development files for python-dbus
665,gir1.2-gmenu-3.0,3.10.1-0ubuntu3," gir1.2-glib-2.0, libgnome-menu-3-0 (>= 3.6.0)",,GObject introspection data for the GNOME menu library
666,gstreamer1.0-tools,1.2.4-0ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.32), pkg-config, libgstreamer1.0-0 (>= 1.2.3)",,Tools for use with GStreamer
667,python2.7,2.7.6-9," python2.7-minimal (= 2.7.6-9), libpython2.7-stdlib (= 2.7.6-9), mime-support",,Interactive high-level object-oriented language (version 2.7)
668,libharfbuzz-icu0,0.9.27-2," libharfbuzz0b (>= 0.6.0), libicu52 (>= 52~m1-1~)",multiarch-support,OpenType text shaping engine ICU backend
669,network-manager-pptp,0.9.8.2-1ubuntu3," libc6 (>= 2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.37.3), libnm-glib-vpn1 (>= 0.7.999), libnm-util2 (>= 0.8.998), pptp-linux, ppp (>= 2.4.5), ppp (<< 2.4.6)",,network management framework (PPTP plugin core)
670,libusbredirparser1,0.6-2ubuntu2, libc6 (>= 2.14),multiarch-support,Parser for the usbredir protocol (runtime)
671,python3-update-manager,1:0.196.12.1," python3:any (>= 3.3.2-2~), python3-apt (>= 0.8.5~), python3-distupgrade, lsb-release",,python 3.x module for update-manager
